file_number,message_id,title,author
83459,message #259125,headless junit,Jason Hocker
83460,message #259133,darker colors,Eclipse User
83461,message #259136,Open Implementation on private method,Ben Vitale
83462,message #259141,Dependency Error,Eclipse User
83463,message #259142,Duplicate JDWP commands from Eclipse,StrayAlien
83464,message #259144,Project Dependency Error,Eclipse User
83465,message #259149,Eclipse icons,saurav sarkar
83466,message #259152,Plug in project class calling a java project class.. Classloader issue,vipashwi
83467,message #259159,debugging :: stopping each time a class is called,No real name
83468,message #259160,PDE Tools->Update Classpath not working,Rick Moseley
83469,message #259162,How to get the (inner) IType of a IField,Julien Manankiandrianana
83470,message #259169,only in debug mode (exception FileNotFoundException),Eclipse User
83471,message #259174,How to modify the field declaration with jdt,nick tan
83472,message #259183,DTP 1.6 breaks UpdateManager,Eclipse User
83473,message #259184,Birt report timeout? problem,Eclipse User
83474,message #259190,Friend of Eclipse?,Jim Parziale
83475,message #259192,eclipse won't start,Eclipse User
83476,message #259193,How to run org.eclipse.birt.chart.examples?,Eclipse User
83477,message #259196,Report Engine Fatal Error : Websphere,Seamus
83478,message #259197,Newbie problems running Eclipse on RH9,Eclipse User
83479,message #259201,how do I run an Ant target from Eclipse??,Paul Levin
83480,message #259202,Tabs placement when tilling editors,Hilde Roth
83481,message #259204,Tabbing through rows in a table when using TableViewer,Thomas Schindl
83482,message #259208,UI JUnit tests,Neil Goldsmith
83483,message #259209,Cross Tab as Sub Report,Eclipse User
83484,message #259211,"""Run As > JUnit Test"" on inherited test method",J. Lewis Muir
83485,message #259212,Loading a dll fails,Eclipse User
83486,message #259214,remote (BlackBerry) debuggin,Paul Levin
83487,message #259215,Diff computation or change events for AST?,Stefan
83488,message #259220,birt report table,Eclipse User
83489,message #259223,How to check if IType is abstract or not,Julien Manankiandrianana
83490,message #259225,Help using data row expression evaluator adapter,Cheryl McNamara
83491,message #259228,[JFace] multiple partitionings,Eclipse User
83492,message #259229,Call Hierachy can't traverse,Kaia
83493,message #259230,How to update eclipse instead of eclipse plugins?,Eclipse User
83494,message #259231,XML Datasource streaming issue,Eclipse User
83495,message #259238,Dynamically loading and executing junit testcase from plugin,Eclipse User
83496,message #259239,Drill-down reports,Eclipse User
83497,message #259240,Eclipse 3.4 help system not working correctly on Ubuntu 7.10,Petter Holmstroem
83498,message #259241,Java build path problem,bhanu prakash
83499,message #259242,Plug-in migration from 2.1 to 3.0.,Eclipse User
83500,message #259244,mouse wheel on linux,Alon
83501,message #259253,Reusing data,Eclipse User
83502,message #259257,Chart in Report output pdf is not displayed,Oliver KÃ¶hler
83503,message #259258,Eclipse Icon missing in Ganymede?,Eclipse User
83504,message #259261,Show TOC automatically when report start,Eclipse User
83505,message #259264,Doubt about ITypeHierarchy.getRootClasses(),MÃ¡rio GuimarÃ£es
83506,message #259267,Can one selectively format java code?,Eclipse User
83507,message #259269,"Problems installing, both WinXP and Linux",Eclipse User
83508,message #259274,Birt Exception in Computed Column,Eduardo RamÃ?Â­rez
83509,message #259279,Working example for java objects as data source?,Eclipse User
83510,message #259280,Workspace search problem,Glyn Normington
83511,message #259289,get information about TextEdit,Liming Zhao
83512,message #259292,TextEdit,Liming Zhao
83513,message #259293,Exporting Plugin Projects,Eclipse User
83514,message #259294,Runtime Hangs with frameset,RobR Mising name
83515,message #259302,annotationProcessorFactory extension and @Inherited annotations,Cezar Lenci
83516,message #259303,Installation problem on Windows XP,Eclipse User
83517,message #259305,"Status July 7, 2004",Rick Moseley
83518,message #259314,RefactoringUI should be able to be subclassed?,Liming Zhao
83519,message #259317,externalized strings : conver to 'eclipse mechanism',Edoardo Comar
83520,message #259329,Reflectify -- plug-in for reflective API access,Eclipse User
83521,message #259335,Problems with WebViewer,Eclipse User
83522,message #259338,Annotation processing (in Java 1.6 flavour),Federico Tomassetti
83523,message #259343,Export Report in webviewer,Eclipse User
83524,message #259352,Eclipse 3.3: Do these do the same thing: osgi.baseConfiguration.area and osgi.configuration.area.def,Eclipse User
83525,message #259355,Static Linking (I Think),Eclipse User
83526,message #259359,Increase the Eclipse content assist size,Eclipse User
83527,message #259360,Eclipse 3.0 ClassLoader problem,Ian Phillips
83528,message #259361,Hide jars from Project Explorer,Eclipse User
83529,message #259363,ToolBarManager in stand-alone JFace,Mark Freiheit
83530,message #259365,Debugging a Tomcat/JBoss that runs on an interface different from localhost,Eclipse User
83531,message #259371,Stdout and Stderr when debugging remotely?,Eugene Ostroukhov
83532,message #259375,Eclipse CDT for AIX 5.3 whith Xming,Eclipse User
83533,message #259378,where is the console?,Steve Nell
83534,message #259385,RCP and Java Web Start,Eclipse User
83535,message #259386,Dynamic CrossTab Report Generation,Eclipse User
83536,message #259387,refactoring a group of constants in enum,Diana Mising name
83537,message #259392,CVS,saurav sarkar
83538,message #259393,AbstractUIPlugin.initializeImageRegistry is called TOO LATE,Eclipse User
83539,message #259395,MyLyn hides APIs when jar not present?,Jim
83540,message #259401,OSGI,Jim Adams
83541,message #259403,Classpath variable extension -- can the icon be changed?,Eddie Galvez
83542,message #259405,Referring to page number a report item is on,Eclipse User
83543,message #259406,Markers in 3.0 - image doesn't use my icon,Beth Tibbitts
83544,message #259409,Using BIRT taglib with custom engine home location,Eclipse User
83545,message #259413,Dynamic Cross Tab,raju
83546,message #259416,BIRT Viewer problem,Eclipse User
83547,message #259417,APT and QuickFixes,J.-P. Pellet
83548,message #259418,Eclipse question re auto insert of import statement,Paul Levin
83549,message #259420,1.	Page Number is not coming properly in HTML format,Eclipse User
83550,message #259424,Not able to hide the grid in HTML,Eclipse User
83551,message #259426,Breadcrumbs only used for Java files?,David M. Karr
83552,message #259428,Long string is truncated not wrapped,Eclipse User
83553,message #259429,Can I have all my workspaces use the same preferences?,Eclipse User
83554,message #259430,How to jump into function implementation,Eclipse User
83555,message #259434,migrating preference-setting code to 3.0,Tom Roche
83556,message #259438,How to navigate from search results view to my view,Martha Andrews
83557,message #259441,JDT launch configuration classpath,Michael Woski
83558,message #259443,Ant editor outline view support for ant-contrib?,Eclipse User
83559,message #259444,Create a dynamic table with scripted data source???,Eclipse User
83560,message #259445,Getting ITypeBinding from a fully qualified class name. Is it possible?,Jose M Beleta
83561,message #259447,Re: Archive root folder cant be removed,Krzysztof Daniel
83562,message #259449,"IJavaModel, AST and Bindings",Krzysztof Kowalczyk
83563,message #259462,can CVS work with SSH keys?,Paul Levin
83564,message #259470,Java files not getting compiled. Eclipse 3.0,Eclipse User
83565,message #259473,"Java compile by hand works - eclipse is all confused... And, a missing FAQ.",Eclipse User
83566,message #259474,Missing Project Type on Eclipse 3.0 on Mac OSX,Eclipse User
83567,message #259476,compilation error indicator in java editor,Ivy Ho
83568,message #259479,Plug-in Properties are not loaded in plug-in window.,Eclipse User
83569,message #259488,How to customize help topics in org.eclipse.help plugin?,Eclipse User
83570,message #259494,X in Red circle by dynamic text,Eclipse User
83571,message #259495,How do I update the Eclipse plug-in for RVDS 3.1?,anshuman 
83572,message #259496,Create multiple crosstabs within a table,Klaasjan Tukker
83573,message #259498,No Share Project wizard,Eclipse User
83574,message #259502,"How to ""setDirty"" in the CommonNavigator",Eclipse User
83575,message #259504,Visual Editor?,Eclipse User
83576,message #259505,Multiuser configuration,Tim Riemann
83577,message #259514,Can i install fatjar in eclipse3.4?,Jack
83578,message #259516,Breakpoint changes behavior of program?!,Eclipse User
83579,message #259517,How to switch between the test class and the production class ?,Eclipse User
83580,message #259520,The ordinal 3873 could not be located in the dynamic link library LIBEAY32.dll,Eclipse User
83581,message #259522,So many ways to add toolbar buttons?!,Eclipse User
83582,message #259523,Generating a javadoc comment programmatically,Eclipse User
83583,message #259532,Birt 2.1.1 to Birt 2.2.1 report migration problem,Eclipse User
83584,message #259534,What process modeling language is under this process framework?,Eclipse User
83585,message #259535,PushDownDescriptor bug?,Ioana Verebi
83586,message #259537,External Terminal,Eclipse User
83587,message #259540,org.eclipse.jface.window ApplicationWindow instantiation -- NoClassDefFoundError,Eclipse User
83588,message #259542,Worker thread question,Eclipse User
83589,message #259545,Calling a dll changed in 3.0 final,Eclipse User
83590,message #259546,help with dependencies install for IBM Rational Architect,Christy
83591,message #259548,dependent Java projects and classpath problems...,Eclipse User
83592,message #259549,Get Tab Size from Preferences,Nikolay Georgiev
83593,message #259550,"how do I find elusive dependencies? (e.g., org.eclipse.core.runtime.preferences)",Eclipse User
83594,message #259556,How to add superinterface to IType,Julien Manankiandrianana
83595,message #259557,Table grouping and column header,Eclipse User
83596,message #259560,Need Help,Kap Pak
83597,message #259566,Query Problem......Urgent Please.....,JP Redro
83598,message #259570,What are the jars i want add for deployed BIRT war file,JP Redro
83599,message #259574,pdf output,Eclipse User
